"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31","V32","V33","V34","V35","V36","V37","V38","V39","V40","V41","V42","V43","V44"
"1104",0.0298189792295966,-0.0658084279187313,0.0935767303415104,0.133269145270038,0.0599841578568437,-0.0149496340900287,0.0501246751225422,0.298371399060879,0.193570046268215,-0.0435128306002793,-0.0135791541423492,0.0241810162977603,-0.0947440870649526,0.0222216674665372,-0.00248326084484358,-0.0469345768483149,-0.0644574175984365,0.0461923940155826,-0.2763825930775,0.282291844110051,0.203551528568361,-0.0522783584919752,-0.0522783584919752,-0.0983366013173026,0.0290258387709959,0.0446955692752713,0.162201430839905,0.114771938504462,0.0114790119966937,-0.0462640279648644,0.104119919287068,-0.028300049699674,-0.312186500659656,-0.039723702649361,-0.0865528635079649,-0.0263599627168355,0.010963055370812,-0.0417821136844208,-0.0683570607181471,0.0598533728962083,0.0117812701618515,0.0497826658981525,-0.0185663457282444,-0.100027967328142
"1105",0.0274812069376929,-0.0641344263005808,0.0958716750259742,0.133051198436519,0.0604254512461813,-0.0178704692254841,0.0519140910219445,0.284893835549056,0.193670551594665,-0.0428413785712393,-0.0173534683683223,0.0255242533425895,-0.0930624458747312,0.0190136390109875,-0.00343580976735524,-0.0485217527166832,-0.0586735517533617,0.044439940961698,-0.274427618751481,0.278731425666645,0.202152355084913,-0.0542116843004193,-0.0542116843004193,-0.0905480216471438,0.0286043456928621,0.0449966517376092,0.164780575542981,0.118326256155202,0.0116589180488563,-0.0487705545137112,0.10122683676975,-0.0274077342141658,-0.323442790367502,-0.0385147968032817,-0.0763721861994787,-0.0236831286165173,0.0133204005238566,-0.0403316588990088,-0.0717858576637527,0.0551964855260395,0.0113822799494538,0.0496709533174633,-0.0160352380914943,-0.0996387740812283
"1106",0.0247784855146952,-0.06384353682212,0.0972707758416569,0.133030849718787,0.0602506724383361,-0.0186865570820618,0.0531574780110407,0.275358665281516,0.193743848111963,-0.0429491127379303,-0.019475728636889,0.0272216232533284,-0.0924463837401526,0.0159240073963465,-0.00353754250590975,-0.0489274482557513,-0.055654528724376,0.043442017945076,-0.272474076596957,0.276385049230028,0.200087382120469,-0.0553305652474157,-0.0553305652474157,-0.085476092755425,0.0286155251615309,0.0452057251634756,0.166319785100104,0.12136855368061,0.0107190478561487,-0.0493934205875233,0.0985272542394801,-0.0266876182033678,-0.331372166190757,-0.0373553241014493,-0.0678874034557971,-0.0222040542579071,0.0137987588408373,-0.0396497696398828,-0.0738953014945523,0.0527609741630809,0.0105049557058225,0.0483654670713647,-0.015150886454604,-0.0997570255461651
"1107",0.0227197606324226,-0.063713299543212,0.0981863325875252,0.132987256289146,0.0602391566833329,-0.0191214355309792,0.0542429206591338,0.26863666443107,0.193857294746642,-0.0431608650826139,-0.0210038434361349,0.0284704261486285,-0.09201474787361,0.0136369872096047,-0.00368040025867237,-0.0494757412988557,-0.053460283170701,0.0424716175719438,-0.271108246464344,0.274589086476963,0.198627101697979,-0.0561623184181194,-0.0561623184181194,-0.0808204186189857,0.0283464749003969,0.0449370411703517,0.167700091025249,0.123611885031681,0.00976399427408415,-0.0494515629237595,0.0962102562347169,-0.0259355593113582,-0.336371044854006,-0.0366257678636825,-0.0609742812347988,-0.0208737820624884,0.0141790958280044,-0.0390495032064732,-0.0753488030108511,0.0508236388923563,0.00967522813446072,0.0474283710306102,-0.0142158238476717,-0.0996043990528655
"1108",0.0172583059365184,-0.0659490529181308,0.0988867163379306,0.135997059989841,0.0618231811278141,-0.021824108618408,0.0587402214614015,0.269784244255144,0.193736323502826,-0.0414457251749892,-0.0200393259174385,0.0323580256045992,-0.0879162818313108,0.0135774349080878,-0.00428326328136884,-0.0520473494442464,-0.0461620607684998,0.0431187872655662,-0.270896965759326,0.273312854072734,0.20186903763886,-0.0569283000598425,-0.0569283000598425,-0.0731046172723046,0.0332044283994576,0.0488377196657335,0.167847189463686,0.128797006688692,0.00959055653969833,-0.0464230757562437,0.0983507684427307,-0.0254853987680859,-0.337600885289826,-0.0356467433800113,-0.0562768161112996,-0.0170020259757096,0.0122625268700924,-0.0373024565847381,-0.0785102375759367,0.0543123844855012,0.00985954921956411,0.0436796774676302,-0.0123366996258035,-0.0997719920498006
"1109",0.0163737371571134,-0.0661114760815956,0.101387115027785,0.136400156369392,0.0623096880384811,-0.0198400827937309,0.0576988548255326,0.270802698886508,0.195627944527401,-0.0416279974255045,-0.0231763090873349,0.0324183989889855,-0.0899292683993716,0.01314403338715,-0.00267946751070049,-0.0492263191213577,-0.0500725808751402,0.0410988854158144,-0.270875976036534,0.274021282840679,0.200796601324507,-0.0579810728685848,-0.0579810728685848,-0.0712363649684583,0.0317677660521995,0.0438074862586374,0.170384914820235,0.127604638509256,0.00955325894799032,-0.0455175509926395,0.0941976962905289,-0.0244912270644985,-0.340092501313197,-0.0371564844496896,-0.0501549838259667,-0.0167145684408152,0.0125443370938014,-0.03863833744184,-0.0789221896411455,0.0530996553551358,0.00755905709492418,0.0435639611200666,-0.0113381559650001,-0.0972953338348611
"1110",0.016756464655388,-0.0648464762603331,0.100332247659564,0.134986509481893,0.0610753968653705,-0.0196636065392044,0.0572318187634949,0.263882256808434,0.195063770524235,-0.0430350555178676,-0.0240701773667905,0.0320031766558519,-0.0903672989247092,0.0111458775863504,-0.00371993276260482,-0.0501264082985838,-0.0494099912649202,0.0402922436537305,-0.269886452719651,0.272471775171686,0.198393025372405,-0.0580508105093297,-0.0580508105093297,-0.0705255476681846,0.0296078920113949,0.0432863119500677,0.172191854567617,0.128475799606842,0.00805847805537667,-0.0463858756095297,0.0928034513732855,-0.0237419393793777,-0.341076245677776,-0.0365699527340443,-0.0481976553921509,-0.0159378603972488,0.0139223445699242,-0.0380006085150223,-0.0787612287711055,0.0499386335418258,0.00783166116215498,0.0444577569862011,-0.0119381587847379,-0.0976675739209207
"1111",0.0166800414320585,-0.064075609246446,0.0997015838537158,0.134168792971768,0.0604339467961899,-0.0195972793486251,0.0570009576650673,0.259642604513945,0.194678400994119,-0.0439638737057575,-0.0246979425509139,0.0319947341301251,-0.0905029453188556,0.00983633979036492,-0.00445107676705709,-0.0507706077088588,-0.0488751448026863,0.0397020976526621,-0.269140501951416,0.271292654023745,0.197000620505132,-0.0581282056170087,-0.0581282056170087,-0.0697436514911145,0.0283060178300871,0.0426628312177957,0.173681276442203,0.12934627011305,0.00706851030206201,-0.0465416160074016,0.0917516551242927,-0.0232330671922352,-0.341310138527919,-0.0363552682818478,-0.0466248612261622,-0.0152576187819136,0.0146726829425982,-0.0376691044128015,-0.0788489078445064,0.0480428039747586,0.0078570995823434,0.0449708016475197,-0.0122757599286736,-0.0976014695975858
"1112",0.0163538763341155,-0.06353572743022,0.0992220199259173,0.133703505369163,0.060025698801013,-0.0195938036208694,0.0568230374570498,0.256919462236031,0.194386082143976,-0.0446813226056713,-0.0252692058085607,0.0322008755100447,-0.090483203056661,0.00897057976521357,-0.00500254833280176,-0.0512317272497931,-0.0483908884001076,0.0392921566776426,-0.268572160883621,0.270368554783065,0.196139279304515,-0.0581865132596795,-0.0581865132596795,-0.0691707525874671,0.027572582946749,0.0420720111260665,0.175064925274054,0.130221809181291,0.0063577597872991,-0.0463337786726767,0.0910165531324051,-0.0228393403835816,-0.341048300716467,-0.0363604591693612,-0.045535346180915,-0.0145056977407508,0.0151479755036731,-0.037478017968651,-0.0790319502739023,0.0468327861446886,0.00787552273502192,0.0452720264151688,-0.0125719625756239,-0.0973586471240254
"1113",0.0160034594737574,-0.0631488070987888,0.0988201716333675,0.133402773689564,0.0597598773996863,-0.0195881331195566,0.0567309557342953,0.255082320814383,0.194094049660979,-0.0453296666812184,-0.0256169409733551,0.0324033422913997,-0.0904771389882874,0.00841675479929636,-0.00536441402012548,-0.0516351937053567,-0.0479829575819433,0.0390195589172397,-0.268063944367183,0.269545408016296,0.195522304309675,-0.0581856465527752,-0.0581856465527752,-0.0687237589502841,0.0271334567765979,0.0415408075670474,0.17624729135025,0.131151186316945,0.00579362527160764,-0.0459849331493728,0.0905619418697317,-0.0226014971931114,-0.34045392196567,-0.0364098154707901,-0.044738328199527,-0.0140664950093084,0.0154249324788863,-0.0373414154266819,-0.0791437261543725,0.046038515613253,0.00797305446039628,0.0454415324454797,-0.0127589245311913,-0.0971503923626947
"1114",0.0156224679382774,-0.0629022634388798,0.0985058926497527,0.133210175443797,0.0596085113890031,-0.0195875393282005,0.0567545877418386,0.253788583653456,0.19388990358552,-0.0458799607667242,-0.0257770088476181,0.0325687481983174,-0.0905652026752833,0.00807372897222958,-0.00562084363266863,-0.0520234210182796,-0.0475815676340383,0.0387221747759466,-0.267679222840433,0.268863058042825,0.195149878205461,-0.0581798819773389,-0.0581798819773389,-0.0681262380342427,0.0267910898128368,0.0411022259829991,0.177375996248386,0.132071796066097,0.00526095595576252,-0.0455744249609972,0.0901232597251545,-0.0224170852366051,-0.339756653373632,-0.036466526017424,-0.0438528828878919,-0.0138373430066848,0.0155740590345049,-0.0371683300578801,-0.0792515177282824,0.0454098333560998,0.00807119582924566,0.045561187091076,-0.0128081154340335,-0.0969925878761268
"1115",0.0151250359884863,-0.0626825374710133,0.0982160386863572,0.133115790609376,0.0594561770031767,-0.0196474679099146,0.0567477744241889,0.252824524075073,0.193784019070117,-0.0463282336614622,-0.0260464115615517,0.0328179140687748,-0.0906120928060674,0.00782839853471359,-0.00591491563386401,-0.0523206399210274,-0.0471445005961643,0.0383993531387218,-0.267420345323727,0.268330346951625,0.194968610017755,-0.0582053636349206,-0.0582053636349206,-0.0676364104615035,0.0265730207688026,0.0407369077460546,0.178652315431026,0.132933428980273,0.00477721338125491,-0.0450924659106917,0.0896726631287427,-0.0221596682726528,-0.338992618084828,-0.0365973757503591,-0.0430945366362225,-0.0133550929874564,0.0157170215159131,-0.0370059113604357,-0.0794727054518529,0.0448627102248721,0.00815435574334642,0.0456599217420769,-0.0129303984695564,-0.0967593495553061
"1116",0.0146745619884564,-0.0624663526246368,0.0979180724243357,0.133033474470588,0.0593008948065105,-0.0197113499557065,0.056713161319493,0.252054298749428,0.193623690978188,-0.0467818534990397,-0.0262626851714704,0.033039745063361,-0.0906494158198025,0.007651660904806,-0.00615803953203849,-0.0525842446027988,-0.0467627134241646,0.0381596009262621,-0.267134371277626,0.267784654607526,0.194784766490841,-0.0581902501083545,-0.0581902501083545,-0.0673613154840289,0.0264491582400151,0.0403944044969493,0.179847240941032,0.13381830984309,0.00435346059652263,-0.0446056084800526,0.08939048692684,-0.0219632443134755,-0.338088682789143,-0.0367239620859022,-0.0425937397895389,-0.0130016864184778,0.0158189643326397,-0.0368835523686113,-0.0796369256499958,0.0444460301356794,0.00830840441655291,0.0457214493301585,-0.0130754542681286,-0.0965523859977252
"1117",0.0142443237394866,-0.0622978458574254,0.097651170962943,0.132963450072463,0.0591894769546714,-0.0197719860933916,0.0567275209838484,0.251426885386306,0.19348989990908,-0.0472017846605104,-0.0263780387973064,0.0332061717950085,-0.0907547058217418,0.00754182481455146,-0.0063549049963988,-0.0528542581097261,-0.0463884302537486,0.037893446646982,-0.266892135003513,0.267281021353416,0.194673076731228,-0.058172907433142,-0.058172907433142,-0.0670032554242198,0.0263048290159039,0.0400809402330553,0.181007909578527,0.134697131687579,0.00392675714896451,-0.0441244085038665,0.0891007760015469,-0.0217950590092569,-0.337169718202446,-0.0368220211561668,-0.0420205959546804,-0.0127950585365859,0.0158781447380735,-0.0367336117493756,-0.0797795755667987,0.0440535319760999,0.00846457439373116,0.04578322440329,-0.0131454718074598,-0.0963915672747187
"1118",0.0137643983964497,-0.0621127020800751,0.0973793144017873,0.132922360500035,0.0590536518673267,-0.0198680095571471,0.0566867818682951,0.25088228490689,0.193384140428855,-0.0475748663140284,-0.0265979718602072,0.0334255895246636,-0.0908122068010864,0.00744344557508851,-0.00659307458908125,-0.0530641576484084,-0.0460021104513426,0.0376259533677794,-0.266693941348528,0.266834418205742,0.194614189021435,-0.0581712467193045,-0.0581712467193045,-0.0667727557054433,0.026208862630909,0.0397873505954426,0.18225214996326,0.135532495260917,0.00352598916368019,-0.0436213935235519,0.0888103090141378,-0.0215785688611829,-0.336225458605469,-0.0369662053289809,-0.0415804707416023,-0.0124028576049761,0.0159594313567432,-0.036605038126758,-0.0799826603781559,0.0436823251273559,0.00861433110237904,0.0458481105302203,-0.013297856821799,-0.096173026157811
"1119",0.0132871085320597,-0.0618778246655331,0.0970684708330657,0.132882509534845,0.0588728870114034,-0.0199841521235846,0.0565625749729085,0.250378689648667,0.193223908516615,-0.047956086702122,-0.0269004569527938,0.0336827227266695,-0.0908033998404724,0.00734258380130677,-0.00684680524864663,-0.0532265899051447,-0.0456470572647764,0.0374279485143925,-0.266465866375482,0.266363358285572,0.194511192207488,-0.0581490171847569,-0.0581490171847569,-0.0668138206883368,0.0261977232177105,0.0395022333017578,0.183497557014296,0.136360201022211,0.00317622981888241,-0.043109167373274,0.0886303028446739,-0.0213700771763706,-0.335198644254509,-0.0371392113620686,-0.0414352835921917,-0.0119202627213646,0.0160617203903924,-0.0365301142712299,-0.0801869303474204,0.0433740515748691,0.00880403952431439,0.0458958322140023,-0.0135553103220825,-0.0959256197375681
"1120",0.0128608821396302,-0.061605343476003,0.0967252387089098,0.132827548076919,0.0586688893041011,-0.0201007366532373,0.0563872082747615,0.249901937340197,0.192983505964406,-0.0483725238758294,-0.0272004322289116,0.0339304300434392,-0.0907747039305252,0.00726259657588124,-0.0070677560120222,-0.053377953408903,-0.0453378855742496,0.0373094336691622,-0.266182203105922,0.26583818685969,0.194335450959415,-0.0580889607816316,-0.0580889607816316,-0.0670655991221579,0.0262451871869971,0.0392210972287289,0.184660700601581,0.137208952698494,0.00287488321600497,-0.0426018528395507,0.0885808363197358,-0.0212196097309436,-0.334096394889131,-0.037310085319575,-0.0415290252242171,-0.0115181176241501,0.0161682035358079,-0.0364929818613085,-0.0803379462668899,0.0431320491532553,0.00904877379086038,0.0459275807648035,-0.0138561807567781,-0.0956997980428294
"1121",0.0124884828709654,-0.0613344927125853,0.0963771259446603,0.132760205975578,0.0584734222552627,-0.0202008340425199,0.0562145465607781,0.249451506121993,0.192695377201505,-0.048801111426607,-0.027431112389274,0.0341344692507734,-0.0907644030928218,0.00720494533514385,-0.00724579306016048,-0.0535387042252473,-0.0450660905318763,0.0372362526001803,-0.265868334395406,0.265281364123776,0.194118704203924,-0.0580027776298324,-0.0580027776298324,-0.0673734555074966,0.0262857895626755,0.0389368326708726,0.18572489153551,0.138066763003458,0.00259266279718777,-0.0421203386635537,0.0885952002893214,-0.0211283262652079,-0.332971280807411,-0.0374628518847233,-0.041699511217287,-0.0112619787324734,0.0162512986707752,-0.03647092178011,-0.0804375398520113,0.0429327872355596,0.00932018230895358,0.0459527891047038,-0.0141367743432335,-0.0955152734800309
"1122",0.0121397513543598,-0.0610749610324222,0.0960427058585672,0.132689538548282,0.0582975838639051,-0.0202965081909706,0.0560480280816877,0.249033783659122,0.192403812195949,-0.0492110511065127,-0.0276227454682816,0.0343075146373114,-0.0907786661460607,0.00716967749809305,-0.00739165177672847,-0.0537056500889866,-0.0448063017442566,0.0371621417940414,-0.265564047210355,0.264733263874513,0.193908746002659,-0.0579154672505426,-0.0579154672505426,-0.0676509636692091,0.0262992989497565,0.0386500246823825,0.186742871162786,0.138913215844156,0.00231531686821883,-0.0416513689519041,0.0886091384558741,-0.0210604234335588,-0.33186756667615,-0.0376015714476945,-0.0418494146319627,-0.0110740226873687,0.0163261382352551,-0.0364413236813092,-0.0805200481233644,0.0427399955514028,0.00958978139563891,0.0459897305632318,-0.0143852983537455,-0.0953474723661405
"1123",0.0118095136368944,-0.060835711769471,0.0957238008236606,0.132613774608976,0.058144647558512,-0.0203878695769907,0.0559036519953422,0.248642044231558,0.192118859089556,-0.0496021709920632,-0.027774549681422,0.034450114266429,-0.0908234281331466,0.00715058904630119,-0.0075152879047588,-0.0538789558604118,-0.0445498636708974,0.0370839626294771,-0.265272139718521,0.264198828207916,0.193714994259364,-0.0578296731005022,-0.0578296731005022,-0.067874488937497,0.0262902204940365,0.0383712727496827,0.187713217516106,0.139742097327707,0.00204348381033805,-0.0411986808154801,0.0886149127454992,-0.0210102607885434,-0.330797445004072,-0.0377229601663199,-0.0419499676294927,-0.0109488358493584,0.0163877126250263,-0.0363997103401788,-0.0805905992529712,0.042546969912973,0.00984757423986487,0.0460272832986388,-0.0145913255775895,-0.0952001573322943
"1124",0.01148559622221,-0.0606247247585758,0.0954305513875194,0.132537227042776,0.0580091648954181,-0.0204802146218552,0.055789377166702,0.248273632273095,0.191861194274854,-0.0499635825043351,-0.0278874888547028,0.03457155170024,-0.0909039740401183,0.00714467325009704,-0.00762576070570701,-0.0540574702434166,-0.0442904681826027,0.0369864938573603,-0.264994007414458,0.263690667242306,0.193555015127478,-0.0577496350438845,-0.0577496350438845,-0.0680075180851706,0.0262725902274173,0.0381251452037842,0.188654654807232,0.140544811321835,0.00176294875770522,-0.0407641076669757,0.0885761474975217,-0.0209595018885674,-0.32977317242878,-0.037832463664992,-0.04194548155144,-0.0108701044528834,0.0164290757847719,-0.0363365481924687,-0.080663464519167,0.0423450669041836,0.0100912995413603,0.0460678202185001,-0.0147526820608298,-0.095071447933231
"1125",0.0111809264456333,-0.0604589859089332,0.0951730569735366,0.13245356570473,0.0579039717431489,-0.0205707086417964,0.0557349409489298,0.247924116217297,0.191639010517105,-0.0503024678572308,-0.0279215787428755,0.0346501442329257,-0.0910497238538505,0.00716295912408908,-0.00770840498365953,-0.0542541093998116,-0.0440176426572712,0.0368524259651747,-0.264720031702644,0.263205763602472,0.193436716538015,-0.0576740904534936,-0.0576740904534936,-0.0679902639774406,0.0262407979777614,0.03792255864456,0.189550087243407,0.141331080649474,0.00147019193008152,-0.0403513562705595,0.0884845724528867,-0.0209148005853028,-0.328802925379541,-0.037907107926803,-0.041763131955734,-0.0109037143900207,0.016442704076774,-0.036234648641426,-0.0807257183593505,0.0421243195396147,0.0103237153614266,0.0461077771604339,-0.0148323476516592,-0.0949867254153789
"1126",0.0272292144473892,-0.0290029841597892,0.0626279516466482,0.0990558366439251,0.0598389154706966,0.000366018382721406,0.0324501591220386,0.382564312281252,0.201960786369329,-0.0416883900009979,-0.0376288143041119,0.0153637032579699,-0.0899723252225002,0.0285242349952255,-0.0140928461375169,-0.0877774607725064,-0.00788817708195746,0.0159719968285607,-0.265936638240344,0.261395547522323,0.220029396648699,-0.0664847978518257,-0.0664847978518257,-0.0220408936347761,-0.00511417098980749,0.00393786224911238,0.149218642644009,0.0547433696750248,-0.00874168483000171,-0.00416643718717609,0.0313600501476532,-0.0155197144075462,-0.154112512659557,-0.0689337054722815,-0.0321643410897029,0.0335363160678992,0.0126067048423939,-0.0533764064524628,-0.0718089038205856,0.0694594705526114,-0.024389636928228,0.0279797846298965,0.0409750630734635,-0.0210834526089243
"1127",0.0197177829458438,-0.0409805937756891,0.0708034837469249,0.117823782653505,0.0603748464292785,-0.00481465751166594,0.0445096552271145,0.355642620376096,0.200568083802303,-0.0500155889791484,-0.0318032203259844,0.021751995923622,-0.0927581448869352,0.0248699770342159,-0.0142478582748726,-0.0790686572638997,-0.0205402553778873,0.0255257737931485,-0.273752230761379,0.268172800154002,0.214290418250365,-0.0647032547409373,-0.0647032547409373,-0.0493807131669762,0.00594323821251116,0.0172743233300331,0.168118490965831,0.0895936361244233,-0.0123478970913115,-0.0147805185410865,0.0637145992632711,-0.0216940104761275,-0.211667705652358,-0.0563147825695642,-0.0486857400987792,0.0160993744105207,0.011905888336648,-0.0490799430565668,-0.0728482415458538,0.0635037220618454,-0.00539681253812953,0.0356829127503112,0.0195092683614302,-0.0529772115918773
"1128",0.0144552265106867,-0.048407745185242,0.0770966571155189,0.127051669707282,0.0591358554937017,-0.00876083761931045,0.0507665096816572,0.324894160187754,0.195855558450729,-0.0534830561092011,-0.0277257902580456,0.0260660426398945,-0.0925819822924525,0.0206323702791418,-0.012808958788324,-0.0704611734863809,-0.0295440551050695,0.0310242612455747,-0.272101270586777,0.266728926413957,0.205780413125545,-0.06176945155747,-0.06176945155747,-0.0655021331355655,0.0140755244545941,0.0261472667134805,0.178167742048276,0.113047474069082,-0.0119132502255724,-0.0225092665829664,0.0810800372967155,-0.0246584189560541,-0.250870588257643,-0.0477225351441634,-0.0557773465278928,0.00366667534610513,0.0116614121397435,-0.0449581085631374,-0.073756220234268,0.0579163245777038,0.0058264611518148,0.0401828737955384,0.00447019880745847,-0.0728986708031988
"1129",0.0113421576550971,-0.0526932851101069,0.0819096417665097,0.130914612842063,0.0580065321647664,-0.0119762642776989,0.0536844290611396,0.299242560821528,0.192166896473022,-0.0544613811558061,-0.0258890147943529,0.0289644458181447,-0.0918662466854866,0.0170042182164722,-0.0112078296911221,-0.0641534841206764,-0.0351128230536905,0.0340049050938804,-0.268516393307941,0.263725831868228,0.199397716775736,-0.0594745135549506,-0.0594745135549506,-0.072886236647965,0.0194372590586332,0.0315261828637139,0.183623610320448,0.12732289685893,-0.0098347453102657,-0.0279086374151408,0.0887803503980333,-0.0256577080930937,-0.276440904379426,-0.0428433074682741,-0.0569104817814344,-0.00442570374105031,0.011967111919759,-0.0416411464004192,-0.0747027652068038,0.0533315385797599,0.0117786494846935,0.0428986934310816,-0.00458864994606194,-0.0839638603121965
"1130",0.00968648179691802,-0.0550991951204757,0.0854570568806526,0.132263982145935,0.0573468948319419,-0.014404237606199,0.0548391321047919,0.28104671147087,0.190149877143073,-0.0544652072561615,-0.0255014260183298,0.0308551076264631,-0.0913725216336836,0.014275356303345,-0.00995040563669252,-0.0602400359501459,-0.0382637758414956,0.0354782503890313,-0.265560840397145,0.26136351297182,0.195625640002629,-0.0581139997916579,-0.0581139997916579,-0.0751976946053452,0.0226564266305997,0.0344071468684925,0.186975300965277,0.135670932347018,-0.00750390936605872,-0.0314151949401791,0.0913173508551377,-0.0255728797721214,-0.292622262553496,-0.0403493698968831,-0.0550620197894844,-0.00869407599171649,0.012550598795606,-0.0393898956945187,-0.0759945336674646,0.0499776644377397,0.0142347232305292,0.0444516483980857,-0.00954544559479849,-0.0895994086672251
"1131",0.00882738408531067,-0.0564681317143678,0.0879981608303802,0.132531775091829,0.0570477622224669,-0.0161848238790402,0.0551926854374794,0.269023120529714,0.189330050140718,-0.0541991113961091,-0.0258089209944667,0.032117697168808,-0.0911894344250982,0.0123017588422118,-0.00909511141995126,-0.0580301462226621,-0.039934382841564,0.0361370519734667,-0.26363605549125,0.25987579361061,0.193702122960661,-0.0574342630329875,-0.0574342630329875,-0.0751483535569736,0.0245257451874697,0.035826042895305,0.189342971425686,0.140576922518538,-0.00552125127433672,-0.0335938797482024,0.0916266997382272,-0.02503522708287,-0.302786156370371,-0.0391475781619393,-0.0522929618188922,-0.0106957760481836,0.0131887118252068,-0.0379551892696141,-0.0773173979468521,0.0475772624779575,0.0149265638995225,0.045300695640795,-0.0120948117396202,-0.0922840321156318
"1132",0.00835909913244603,-0.0572535576105164,0.0897435378668601,0.132382837715347,0.0569403140460144,-0.0174810936746571,0.0552171149134599,0.261281304958747,0.18913487448361,-0.0539462787733026,-0.0263708023974422,0.03299159385194,-0.0912088856834674,0.0108976593974703,-0.0085749169529176,-0.0568686293845964,-0.0407480309738561,0.0363748625901029,-0.262467746042695,0.258977616218514,0.192821738450881,-0.0571462092344787,-0.0571462092344787,-0.074208108906227,0.0256122112624857,0.0364521302474853,0.191190501496079,0.143539364387057,-0.0040376178607785,-0.0348754895120621,0.0911171865385714,-0.0243732774844142,-0.309079013218723,-0.0385941987384733,-0.0495661497410191,-0.0114653281068119,0.013765505663906,-0.0370524995244122,-0.0784943704806163,0.0458426721596189,0.0148640470811976,0.0457444474721641,-0.0133620337058784,-0.093453037146088
"1133",0.00809388569957429,-0.0577159250010459,0.0909052871555797,0.13209217951059,0.0569325253103631,-0.0184015490689267,0.0551536667356313,0.256303295864424,0.189197580036958,-0.0537951633197885,-0.0268979446288485,0.0335816062512826,-0.0913648302559654,0.00991260119458992,-0.00826787554947997,-0.056336179815832,-0.0410963232590616,0.0364008686180313,-0.261743366707776,0.258391494966138,0.192457211693507,-0.0570525656738772,-0.0570525656738772,-0.0730049744482909,0.0262270402995333,0.0366649606909621,0.192683019083079,0.145435431578624,-0.00303095607620836,-0.0355784723799261,0.0904029505792142,-0.0237621875541677,-0.312883531252478,-0.0383256749137223,-0.0471736871628603,-0.011706580355424,0.0142168241531869,-0.0364626983620116,-0.0794377700869933,0.0445628723806459,0.0145567087682591,0.045960622550002,-0.013938444814463,-0.0939021932306785
"1134",0.00792870183142152,-0.0580365975440496,0.0916866377402021,0.131769938066097,0.0570055581746578,-0.0190479747565296,0.0551509515118877,0.253060401261966,0.18936683397934,-0.0537412849932885,-0.027232738948664,0.0339291031264244,-0.091649236453997,0.00923867777387814,-0.00806096144782923,-0.0561779811644731,-0.0411732048412726,0.0362844390212366,-0.261276438804099,0.257975782169718,0.192369449064455,-0.0570535314693091,-0.0570535314693091,-0.0716383500261564,0.0265119700450239,0.0366663362898131,0.193902144246447,0.1467575450966,-0.00241543492349311,-0.0359297653939161,0.0896632510562874,-0.0232557237147559,-0.315149868088358,-0.0381433379625763,-0.0449734148135787,-0.0118531522957346,0.0145213139292382,-0.0360132394835054,-0.0801456617021798,0.0435621128861444,0.0142165901437899,0.0460626032995776,-0.0140686679745271,-0.094055524095999
"1135",0.0219493178954467,-0.0619498530770831,0.0785684462796644,0.140942827178854,0.101862795569497,0.0242436013269762,0.0395422738130437,0.459401118240239,0.217081160895223,-0.033619380902729,-0.0198915453275882,0.0234185077374124,-0.0929752942482871,0.0486841223859649,0.00778594230614347,-0.0401693245908248,-0.095004669673864,0.0335766745296245,-0.288192060681599,0.287474458700187,0.226364191345095,-0.0567835496993545,-0.0567835496993545,-0.0110030495763515,0.00838164950717426,-0.0118606734892008,0.14041124555023,0.0417518549375602,0.00480665957854919,0.0209531727615908,0.0372549123870175,-0.0215013404565883,-0.14437590623761,-0.0760682271756971,-0.0429260645367378,0.0427599953853236,-0.0149009021104605,-0.0537340242562821,-0.0701048968372392,0.0975752250101392,-0.0293774310235118,0.0439078466447131,0.0177484939822619,-0.0336294014200857
"1136",0.058533460965976,-0.0625363516184028,0.0723486491906076,0.130905774419564,0.109064836042885,0.0264501226397235,0.029608850819894,0.453441565450946,0.221745986692716,-0.0392981502566197,-0.0224565772403866,0.0272121815228608,-0.0794635489775551,0.05720917864502,-0.0118100149545695,-0.0398401661936053,-0.107637165958408,0.0379768680459556,-0.305954580440057,0.304967564188046,0.249157422001212,-0.0518068136722591,-0.0518068136722591,0.00726183338855036,0.0123452156980922,-0.0186712448684681,0.11290966498014,0.00624030795143584,-0.0029514149748215,0.0176356578791376,0.0212033800294798,-0.0098450140256207,-0.0665653856177525,-0.0828111936836786,-0.0551858057884583,0.0633217600520863,-0.0117167101004961,-0.03601756131879,-0.0504648356709389,0.089803921321463,-0.0163580993426633,0.0616475988439504,0.0158517972508328,-0.0277875167253141
