"","PFAC","ANETD","uslek","uslels","uslep","slp","hl","CN_c","uslec_c","MNGN","bd1","fc","WP","OC","app_rate","DWRATE","DSRATE","kd","aer_aq","temp_ref_aer","anae_aq","temp_ref_anae","photo","RFLAT","hydro","SOL","benthic_depth","porosity","bulk_density","FROC2","DOC2","BNMAS","SUSED","CHL","FROC1","DOC1","PLMAS","bf","przm_max_h2","pwc_max_peak","pwc_max_h2","pwc_max_benthic","Conv.Factor","max_sed","przm_max_pest"
"4246",0.757,17.519,0.441,3.306,0.597,45.116,3763.763,66.635,0.193,0.087,1.473,0.006,0.134,0.381,0.636,0.039,0.039,2569.497,234.525,23.08,38.958,21.723,242.291,40,212.229,0.559,0.745,0.775,0.923,0.004,35.783,2.969,47.178,1.217,0.055,3.752,0.983,0.001,0.13182,0.0032448,0.0026332,2.2864e-05,2590,0.05921776,2.1595e-14
"4247",0.74,15.427,0.238,3.834,0.916,28.086,4354.004,69.952,0.141,0.08,1.356,0.11,0.183,0.865,1.921,0.199,0.199,3854.616,56.878,20.932,296.12,22.117,106.819,40,307.105,0.519,0.215,0.51,1.339,0.021,5.656,4.027,20.669,1.328,0.022,3.882,9.6,0.001,1.171,0.0078452,0.0032535,0.00012942,3860,0.4995612,2.567e-13
"4248",0.728,19.667,0.345,4.72,0.846,26.331,2821.787,91.361,0.464,0.207,1.502,0.052,0.179,1.548,0.731,0.031,0.031,4113.855,51.567,20.266,465.884,20.197,166.397,40,305.6,0.09,0.608,0.438,1.758,0.002,55.194,1.853,9.225,0.081,0.026,6.017,0.657,0.001,3.7378,0.015295,0.010769,0.00024549,4140,1.0163286,4.7529e-12
"4249",0.77,16.889,0.291,4.687,0.247,37.287,4065.739,59.843,0.06,0.155,1.623,0.059,0.293,0.375,1.617,0.053,0.053,5121.963,266.09,24.392,210.082,23.417,271.172,40,116.358,0.546,0.649,0.231,0.861,0.005,53.892,4.46,4.303,0.544,0.116,3.413,4.586,0.001,0.073636,0.002895,0.0021,4.4436e-05,5140,0.22840104,1.8666e-14
"4250",0.757,18.677,0.143,1.164,0.829,8.752,4014.343,88.774,0.902,0.152,1.411,0.095,0.167,1.019,1.402,0.007,0.007,5444.198,350.851,22.614,596.624,22.873,152.18,40,239.554,0.358,0.698,0.489,1.143,0.002,57.308,0.789,42.739,0.475,0.062,7.246,0.788,0.001,3.8082,0.011937,0.010793,0.00063275,5510,3.4864525,3.8583e-11
"4251",0.737,15.804,0.265,4.965,0.395,40.092,3598.874,66.43,0.221,0.45,1.633,0.139,0.134,1.739,0.504,0.146,0.146,1465.005,15.729,20.783,659.448,23.596,284.238,40,63.214,0.395,0.461,0.16,1.284,0.019,20.006,0.194,11.867,0.74,0.013,10.497,3.548,0.001,1.1634,0.019773,0.0079133,0.00022058,1470,0.3242526,9.65e-14
"4252",0.765,17.576,0.41,1.908,0.555,7.77,2594.655,61.25,0.643,0.374,1.421,0.125,0.243,0.916,1.368,0.02,0.02,3157.699,84.458,24.626,536.302,22.119,286.951,40,71.418,0.054,0.939,0.684,1.331,0.022,48.327,0.637,74.749,0.423,0.112,9.506,7.96,0.001,0.39163,0.0040009,0.0026329,4.8578e-05,3160,0.15350648,4.5723e-13
"4253",0.756,17.024,0.128,4.112,0.978,37.33,4453.07,78.591,0.828,0.358,1.383,0.003,0.228,0.811,0.628,0.071,0.071,4635.146,162.073,21.225,386.776,21.576,362.681,40,183.979,0.506,0.036,0.144,1.487,0.016,25.266,1.683,10.669,0.965,0.08,4.458,5.741,0,0.91473,0.0068908,0.0028886,0.00054693,4640,2.5377552,1.6881e-13
"4254",0.729,19.232,0.14,2.406,0.414,37.482,4155.296,89.478,0.545,0.333,1.515,0.058,0.154,0.534,1.794,0.105,0.105,3997.332,149.459,23.626,265.568,23.027,307.449,40,120.529,0.248,0.642,0.358,1.051,0.023,18.587,0.808,39.784,1.457,0.045,4.49,3.491,0,3.4447,0.0056082,0.0031913,8.0722e-05,4000,0.322888,2.7341e-12
"4255",0.739,15.505,0.473,2.101,0.333,31.313,2030.777,80.96,0.638,0.209,1.429,0.099,0.279,1.97,1.869,0.125,0.125,4164.096,36.27,23.277,58.265,21.501,281.434,40,99.814,0.697,0.424,0.188,1.034,0.03,32.106,3.483,67.523,0.142,0.086,9.426,6.353,0,1.9574,0.0048866,0.0029018,3.3139e-05,4170,0.13818963,1.0243e-12
"4256",0.757,15.263,0.24,2.666,0.859,8.44,2967.15,81.416,0.694,0.179,1.529,0.018,0.142,1.687,1.332,0.041,0.041,3167.987,334.286,21.906,77.884,24.152,134.172,40,167.78,0.134,0.742,0.423,1.678,0.004,54.137,3.048,43.871,1.305,0.116,2.317,2.038,0,1.4067,0.0017969,0.0014341,2.487e-05,3180,0.0790866,1.3905e-12
"4257",0.767,15.488,0.164,3.608,0.106,9.476,4717.36,81.072,0.215,0.282,1.439,0.145,0.298,1.079,0.939,0.005,0.005,3057.537,298.525,21.167,56.306,24.914,379.46,40,172.642,0.345,0.051,0.149,1.327,0.03,45.188,3.665,46.908,1.462,0.034,3.78,2.845,0,2.231,0.019812,0.0051402,0.00040322,3060,1.2338532,1.7108e-11
"4258",0.764,18.611,0.365,2.391,0.773,38.086,2570.746,66.419,0.146,0.059,1.61,0.144,0.129,1.841,1.91,0.046,0.046,2221.64,333.895,24.629,168.042,23.814,205.945,40,243.758,0.492,0.131,0.373,1.376,0.005,10.603,4.845,76.246,1.079,0.028,1.324,4.379,0,1.1315,0.0044947,0.0032571,0.00029847,2230,0.6655881,1.4552e-12
"4259",0.756,18.392,0.445,4.704,0.53,22.045,2349.3,77.221,0.868,0.171,1.507,0.027,0.143,0.278,0.568,0.115,0.115,3541.102,196.398,21.027,363.719,21.853,368.953,40,25.881,0.542,0.405,0.51,0.882,0.006,32.35,4.134,74.957,0.055,0.068,0.959,3.134,0.001,1.1174,0.0021934,0.0018528,0.00013012,3560,0.4632272,1.2033e-13
"4260",0.765,17.349,0.349,0.049,0.122,2.831,2562.01,60.855,0.656,0.338,1.386,0.11,0.13,0.842,1.809,0.112,0.112,4053.79,89.45,24.512,80.852,23.728,279.468,40,130.123,0.011,0.33,0.26,1.518,0.011,34.003,0.432,26.398,0.975,0.078,1.83,9.194,0,0.68026,0.0037148,0.0021434,3.3915e-05,4060,0.1376949,1.4152e-13
"4261",0.728,18.102,0.394,1.655,0.529,34.763,4843.899,87.829,0.43,0.249,1.537,0.104,0.24,0.222,1.227,0.155,0.155,2931.153,91.156,24.29,588.249,23.671,109.224,40,30.74,0.099,0.93,0.468,1.606,0.022,47.049,1.887,11.643,0.325,0.119,8.811,9.963,0.001,3.3791,0.0049284,0.0028107,6.13e-05,2930,0.179609,1.1206e-12
"4262",0.758,15.841,0.224,3.916,0.861,20.02,3158.056,69.298,0.776,0.202,1.334,0.147,0.111,1.559,1.587,0.139,0.139,4212.87,228.725,22.317,124.261,21.489,181.709,40,41.776,0.371,0.29,0.755,1.561,0.005,59.741,0.513,45.676,1.051,0.052,2.911,2.312,0,1.4317,0.0024703,0.0016607,5.5362e-05,4240,0.23473488,6.8674e-13
"4263",0.743,19.067,0.434,3.71,0.844,46.105,3471.868,71.474,0.19,0.157,1.495,0.152,0.28,1.737,1.433,0.067,0.067,4042.936,360.551,24.25,375.984,22.961,202.134,40,39.933,0.203,0.046,0.52,0.927,0.024,27.093,3.279,25.005,0.128,0.021,2.165,5.213,0,1.167,0.013319,0.0050634,0.00079652,4050,3.225906,6.2173e-13
"4264",0.775,18.33,0.349,2.581,0.64,36.133,2776.367,65.702,0.059,0.122,1.312,0.062,0.135,0.147,1.322,0.188,0.188,4547.635,193.207,24.715,410.507,22.336,263.821,40,237.831,0.339,0.158,0.409,1.418,0.015,58.491,3.834,14.306,0.677,0.013,7.5,7.233,0.001,0.60802,0.0057601,0.0025972,0.00016519,4550,0.7516145,5.0322e-14
"4265",0.772,18.16,0.225,3.333,0.959,36.753,2948.293,87.883,0.351,0.051,1.492,0.015,0.147,1.495,0.787,0.191,0.191,3517.976,364.746,20.836,323.096,20.894,231.821,40,318.51,0.741,0.025,0.298,1.195,0.026,39.76,2.679,28.353,0.018,0.127,1.981,4.212,0,2.538,0.0079876,0.0044412,0.0012582,3530,4.441446,3.7321e-13
"4266",0.746,15.658,0.309,3.214,0.561,11.071,3149.605,52.612,0.771,0.288,1.45,0.101,0.237,0.753,0.58,0.122,0.122,4242.401,263.403,22.307,616.472,24.243,333.938,40,76.344,0.019,0.23,0.333,0.952,0.027,43.162,4.402,68.086,0.146,0.104,14.411,5.053,0.001,0.033051,0.0041953,0.0028355,0.000215,4250,0.91375,1.2103e-15
"4267",0.727,15.12,0.148,3.231,0.184,36.063,2037.992,68.732,0.311,0.443,1.605,0.045,0.161,0.714,1.44,0.035,0.035,3441.515,14.534,22.527,492.149,23.304,284.575,40,301.165,0.052,0.335,0.655,1.657,0.023,51.249,0.312,34.605,1.356,0.034,7.291,8.084,0.001,0.61231,0.0081846,0.0030088,9.6113e-05,3440,0.33062872,3.3369e-13
"4268",0.737,18.831,0.157,2.574,0.311,11.973,2107.965,93.219,0.309,0.094,1.498,0.02,0.175,1.727,1.727,0.159,0.159,4588.546,161.829,23.365,418.947,22.894,172.652,40,173.26,0.723,0.493,0.472,1.075,0.009,53.856,3.188,33.81,0.043,0.099,1.92,7.637,0,3.7502,0.0021134,0.0016412,9.057e-05,4600,0.416622,1.8455e-12
"4269",0.749,15.573,0.274,2.064,0.955,23.882,2340.571,72.567,0.969,0.124,1.539,0.044,0.187,0.448,0.964,0.021,0.021,1673.36,221.892,23.028,222.975,23.533,135.529,40,268.099,0.381,0.017,0.339,1.084,0.026,19.214,3.873,22.49,0.446,0.105,12.806,8.87,0,0.81308,0.013126,0.0079444,0.0022224,1680,3.733632,6.6427e-13
"4270",0.774,16.1,0.31,1.668,0.156,34.492,3628.276,77.743,0.268,0.099,1.325,0.095,0.189,1.296,1.016,0.181,0.181,3971.129,206.429,24.461,439.672,21.444,160.857,40,344.669,0.067,0.703,0.453,1.691,0.014,4.74,0.347,47.579,0.742,0.13,14.755,6.242,0,1.8533,0.0023614,0.0016033,3.7686e-05,3970,0.14961342,3.5502e-13
"4271",0.755,15.972,0.46,2.077,0.995,5.368,3667.957,96.035,0.771,0.208,1.42,0.003,0.169,0.803,1.128,0.075,0.075,1811.157,347.641,23.449,168.519,24.199,282.277,40,327.537,0.31,0.302,0.414,1.405,0.009,59.393,4.786,52.025,0.157,0.058,4.797,3.808,0.001,4.5694,0.030153,0.022713,0.001071,1820,1.94922,3.7829e-12
"4272",0.777,15.818,0.103,0.057,0.466,45.786,4837.605,78.139,0.506,0.321,1.54,0.061,0.173,0.043,1.034,0.003,0.003,3755.611,114.813,21.976,149.212,20.272,162.798,40,98.767,0.382,0.709,0.412,0.985,0.006,32.934,3.328,48.61,0.692,0.039,7.349,0.405,0.001,1.5756,0.0033596,0.0024437,3.3911e-05,3770,0.12784447,2.345e-11
"4273",0.763,19.687,0.401,0.843,0.492,26.104,4493.53,51.448,0.927,0.411,1.341,0.113,0.192,0.299,1.314,0.193,0.193,3918.612,10.119,22.253,726.187,24.02,311.572,40,280.747,0.278,0.178,0.363,1.589,0.026,22.034,4.321,78.343,1.29,0.047,8.167,2.246,0,0.053867,0.0076599,0.0028258,0.00018007,3920,0.7058744,2.8509e-15
"4274",0.754,15.552,0.126,0.679,0.773,27.625,4806.981,91.401,0.684,0.052,1.315,0.035,0.148,1.744,1.009,0.064,0.064,3819.36,353.817,21.237,701.52,22.231,319.364,40,36.738,0.254,0.041,0.274,1.332,0.024,32.013,3.164,65.891,1.345,0.074,5.715,3.826,0.001,3.6018,0.0049113,0.0032557,0.0010945,3820,4.18099,3.3458e-12
"4275",0.726,18.561,0.294,0.452,0.352,17.008,4549.498,82.719,0.436,0.272,1.377,0.16,0.258,0.21,1.793,0.021,0.021,5871.748,329.855,20.558,55.515,20.217,179.474,40,278.21,0.357,0.664,0.712,1.069,0.017,20.131,2.836,63.688,0.081,0.094,8.078,6.75,0,2.8007,0.0025426,0.0018166,1.9893e-05,5880,0.11697084,1.2848e-11
"4276",0.756,18.51,0.197,0.502,0.827,16.632,3218.924,87.663,0.077,0.276,1.369,0.025,0.102,1.8,0.702,0.044,0.044,2765.942,333.942,23.663,85.489,20.883,389.678,40,281.066,0.176,0.082,0.618,1.183,0.023,26.435,2.362,35.832,1.291,0.042,9.288,0.721,0,2.9529,0.00836,0.0044345,0.00023721,2770,0.6570717,2.5381e-12
"4277",0.776,15.578,0.328,1.907,0.32,48.342,2092.452,56.563,0.241,0.174,1.442,0.088,0.201,0.748,1.711,0.085,0.085,3227.012,273.701,21.302,724.29,24.964,228.886,40,79.913,0.137,0.332,0.464,1.554,0.003,47.716,0.78,69.329,0.193,0.089,3.201,6.171,0,0.14728,0.00095705,0.00086364,0.00012859,3240,0.4166316,2.5792e-14
"4278",0.761,18.646,0.242,4.321,0.942,41.426,2597.013,70.885,0.623,0.354,1.379,0.078,0.276,1.989,1.051,0.075,0.075,1729.779,336.915,20.702,98.605,24.031,205.227,40,266.655,0.138,0.621,0.362,1.758,0.017,2.099,2.687,41.671,1.251,0.023,13.215,4.192,0.001,0.7482,0.011928,0.0051309,4.1542e-05,1730,0.07186766,1.6722e-13
"4279",0.724,18.425,0.215,0.261,0.449,49.191,4347.006,97.442,0.243,0.168,1.626,0.045,0.242,0.15,0.974,0.136,0.136,5849.172,311.242,24.996,354.474,21.646,378.635,40,328.225,0.364,0.191,0.694,1.21,0.024,29.125,0.152,45.371,0.136,0.024,8.772,8.444,0,5.3759,0.0037414,0.0020736,0.00013304,5850,0.778284,1.9764e-12
"4280",0.762,19.994,0.13,3.29,0.204,34.32,2930.995,59.718,0.872,0.38,1.454,0.102,0.233,1.733,0.588,0.03,0.03,4182.77,38.784,22.923,11.695,24.269,252.467,40,310.916,0.722,0.566,0.48,1.681,0.016,44.406,3.781,61.563,0.786,0.082,7.932,5.31,0.001,0.2709,0.0034155,0.0019048,5.6941e-06,4190,0.023858279,6.9417e-14
"4281",0.745,15.389,0.274,0.514,0.372,44.751,3701.625,73.987,0.138,0.242,1.439,0.129,0.133,0.384,1.577,0.121,0.121,4691.001,357.377,21.623,424.475,23.386,190.377,40,174.143,0.308,0.836,0.128,1.628,0.011,24.367,3.946,30.088,0.469,0.11,9.927,3.33,0,2.085,0.0026832,0.0016393,2.8983e-05,4690,0.13593027,9.9269e-13
"4282",0.734,17.307,0.272,1.816,0.986,7.93,2400.316,81.607,0.15,0.097,1.305,0.152,0.159,1.368,0.682,0.019,0.019,2249.417,92.649,22.404,60.961,22.388,302.469,40,289.682,0.464,0.174,0.487,0.937,0.013,28.801,2.38,11.676,0.539,0.122,1.576,4.715,0.001,3.1709,0.013193,0.0090298,0.00035266,2250,0.793485,6.8314e-12
"4283",0.752,16.916,0.134,1.144,0.771,8.476,4965.339,69.834,0.192,0.08,1.498,0.015,0.122,0.598,1.187,0.091,0.091,3938.528,151.301,20.118,714.757,21.882,346.774,40,17.869,0.26,0.172,0.309,1.084,0.013,12.383,3.077,52.705,0.053,0.044,5.449,5.423,0,0.42054,0.0048246,0.0030332,0.00026739,3940,1.0535166,5.9973e-14
"4284",0.729,19.202,0.139,4.689,0.329,13.336,4866.51,83.663,0.116,0.369,1.344,0.114,0.206,0.408,1.164,0.015,0.015,4932.261,167.585,23.983,296.916,23.975,241.755,40,141.872,0.574,0.065,0.331,1.411,0.017,21.175,4.845,60.201,1.429,0.083,8.753,8.909,0,2.8109,0.0035464,0.0024811,0.00057545,4940,2.842723,1.1705e-11
"4285",0.773,19.838,0.222,2.564,0.786,22.472,3357.654,86.645,0.791,0.363,1.391,0.018,0.175,0.343,1.453,0.004,0.004,4893.105,139.675,20.214,617.468,20.88,124.878,40,321.135,0.699,0.248,0.258,0.959,0.017,38.367,0.533,79.788,0.083,0.013,2.265,3,0,2.2918,0.3113,0.11739,0.0028663,4900,14.04487,3.6644e-11
"4286",0.739,18.538,0.455,4.898,0.989,7.61,4870.887,57.858,0.049,0.047,1.609,0.118,0.29,0.381,1.32,0.186,0.186,3473.184,250.477,22.73,290.803,21.24,212.28,40,360.378,0.421,0.35,0.143,1.268,0.024,1.679,3.765,2.706,0.659,0.004,4.086,1.106,0,0.15951,0.032952,0.0042235,9.1774e-05,3470,0.31845578,7.9354e-15
"4287",0.766,17.289,0.386,0.563,0.753,30.402,4018.459,54.747,0.992,0.458,1.625,0.108,0.113,1.601,0.667,0.174,0.174,5153.391,136.942,24.914,700.055,20.833,283.975,40,289.13,0.721,0.179,0.794,1.563,0.025,23.163,4.085,48.374,0.857,0.068,7.052,8.852,0,0.39806,0.0046762,0.0021043,0.00013997,5160,0.7222452,1.3681e-14
"4288",0.757,16.259,0.223,2.873,0.208,37.263,3014.235,88.425,0.801,0.297,1.594,0.1,0.259,1.849,1.548,0.039,0.039,5116.984,359.995,22.875,206.512,22.54,156.21,40,244.695,0.21,0.919,0.778,0.86,0.016,21.056,0.732,54.902,1.49,0.121,9.211,6.312,0.001,3.2734,0.005099,0.0040508,7.9513e-05,5120,0.40710656,6.3831e-12
"4289",0.728,16.444,0.473,0.508,0.526,48.18,3874.728,97.446,0.239,0.399,1.311,0.139,0.124,0.562,0.653,0.045,0.045,1500.383,326.489,21.955,426.98,20.101,182.88,40,15.147,0.432,0.629,0.425,1.325,0.027,29.374,1.159,61.45,1.189,0.072,9.793,8.258,0.001,6.3051,0.009007,0.006522,0.00038791,1500,0.581865,7.5713e-12
"4290",0.763,17.321,0.483,2.43,0.461,6.222,3209.288,63.789,0.253,0.423,1.393,0.138,0.255,0.877,0.845,0.172,0.172,5598.565,236.477,22.758,117.717,22.47,148.81,40,348.709,0.256,0.297,0.265,1.093,0.018,10.008,4.25,39.99,0.588,0.069,1.832,9.927,0,0.58114,0.0037449,0.0021725,4.3845e-05,5600,0.245532,3.1936e-14
"4291",0.778,18.453,0.124,4.343,0.571,38.763,2005.357,62.065,0.836,0.087,1.331,0.067,0.149,0.685,1.853,0.192,0.192,896.866,159.734,24.606,530.489,21.498,259.34,40,219.714,0.724,0.426,0.525,1.007,0.004,49.702,0.493,59.587,0.975,0.107,12.22,9.741,0.001,0.37292,0.0030608,0.0028505,0.0003843,903,0.3470229,3.8037e-14
"4292",0.743,16.531,0.454,4.312,0.529,33.069,4670.001,75.572,0.75,0.37,1.649,0.06,0.187,0.405,1.411,0.106,0.106,4396.667,237.439,20.946,452.655,24.98,372.673,40,81.498,0.171,0.579,0.519,0.902,0.023,46.23,1.83,37.518,0.3,0.122,11.694,9.258,0,1.2857,0.0038265,0.0026365,9.4547e-05,4400,0.4160068,3.9295e-13
"4293",0.747,17.04,0.118,3.197,0.186,8.42,3547.644,87.995,0.358,0.033,1.361,0.03,0.2,1.033,0.508,0.055,0.055,983.586,89.634,24.597,38.619,20.937,304.998,40,279.82,0.533,0.923,0.745,0.889,0.011,15.543,3.104,33.103,0.882,0.073,7.042,9.39,0.001,2.6838,0.0072919,0.0060137,4.6486e-05,986,0.045835196,1.2429e-12
"4294",0.739,17.857,0.217,1.553,0.964,28.034,3513.469,95.483,0.926,0.358,1.348,0.059,0.101,0.234,1.039,0.128,0.128,890.66,90.847,23.788,183.599,20.621,167.143,40,153.723,0.046,0.047,0.449,1.708,0.015,55.551,0.925,21.452,0.821,0.115,4.345,9.766,0.001,5.3859,0.019645,0.015666,0.0038637,892,3.4464204,2.5671e-12
"4295",0.744,17.964,0.131,1.825,0.727,29.013,4212.45,72.287,0.577,0.318,1.574,0.151,0.208,1.335,0.856,0.13,0.13,986.128,19.388,22.51,143.242,23.346,338.464,40,218.697,0.18,0.192,0.293,1.268,0.005,9.625,2.376,7.6,0.211,0.052,10.376,8.377,0.001,1.5111,0.0064255,0.0051246,0.00032251,987,0.31831737,2.6485e-13
"4296",0.769,15.654,0.225,0.666,0.251,9.628,3476.192,69.219,0.367,0.37,1.357,0.02,0.222,1.412,1.364,0.186,0.186,5529.802,295.178,20.959,347.9,23.733,341.859,40,40.985,0.438,0.281,0.41,1.489,0.013,22.534,4.43,24.622,1.227,0.1,5.868,2.83,0.001,0.31251,0.0039037,0.0019061,7.5027e-05,5530,0.41489931,2.2988e-14
"4297",0.738,18.502,0.458,0.649,0.318,28.546,4159.684,90.566,0.398,0.1,1.583,0.067,0.237,0.126,1.732,0.187,0.187,1384.41,197.472,22.937,293.583,22.952,275.428,40,363.573,0.434,0.59,0.622,1.022,0.013,15.636,2.392,31.224,0.721,0.126,8.412,3.929,0,3.7146,0.0053695,0.0043833,0.00019634,1390,0.2729126,1.4215e-12
"4298",0.766,16.467,0.198,4.867,0.985,4.695,2105.46,76.938,0.045,0.366,1.576,0.082,0.169,1.327,0.833,0.16,0.16,1822.132,137.171,21.485,591.556,23.185,260.234,40,148.096,0.038,0.587,0.368,1.581,0.017,52.213,2.213,35.764,0.647,0.094,4.668,2.379,0.001,1.707,0.010412,0.0051367,0.0001163,1820,0.211666,2.4652e-13
"4299",0.766,16.951,0.486,1.738,0.828,3.991,4863.705,74.498,0.839,0.149,1.357,0.028,0.217,0.466,1.044,0.016,0.016,2627.285,276.403,21.073,710.116,21.301,179.57,40,156.941,0.112,0.196,0.441,0.885,0.018,57.479,2.801,69.875,0.058,0.07,6.834,8.406,0.001,0.67724,0.0056475,0.0041619,0.0004493,2630,1.181659,9.5927e-13
"4300",0.771,19.8,0.471,4.203,0.66,38.376,4555.965,67.999,0.501,0.213,1.34,0.05,0.238,1.753,1.798,0.09,0.09,5115.9,174.947,23.784,101.343,20.801,207.376,40,136.124,0.556,0.668,0.325,1.68,0.009,37.615,0.235,77.259,0.89,0.128,8.641,2.389,0,0.40245,0.0011369,0.00088684,1.203e-05,5120,0.0615936,9.72e-14
"4301",0.766,16.638,0.47,2.931,0.178,8.712,3771.832,67.471,0.618,0.164,1.59,0.095,0.27,0.208,0.884,0.196,0.196,914.764,130.147,20.893,628.673,21.492,218.756,40,318.939,0.583,0.246,0.443,1.19,0.022,50.334,2.767,75.43,0.623,0.107,4.375,7.927,0.001,0.55161,0.013263,0.0088785,0.00058246,916,0.53353336,2.3548e-14
"4302",0.759,18.281,0.25,0.68,0.805,32.257,2487.631,67.983,0.3,0.41,1.578,0.082,0.215,1.811,1.3,0.097,0.097,1767.003,279.29,22.539,405.23,20.907,225.221,40,43.01,0.006,0.248,0.393,1.645,0.018,12.324,1.298,13.598,1.069,0.064,9.02,3.295,0.001,0.64747,0.016327,0.005817,0.00021819,1770,0.3861963,9.5877e-14
"4303",0.753,15.741,0.191,0.874,0.689,20.159,3238.59,86.902,0.739,0.278,1.414,0.15,0.228,0.532,1.316,0.052,0.052,3202.445,294.036,24.321,450.194,24.309,377.08,40,144.808,0.716,0.38,0.235,1.575,0.023,11.518,1.398,21.324,0.547,0.088,11.244,2.627,0,3.5826,0.0096183,0.0050676,0.00019876,3200,0.636032,5.074e-12
"4304",0.733,16.023,0.233,4.827,0.852,35.923,2045.07,80.721,0.047,0.469,1.307,0.016,0.105,1.198,1.432,0.078,0.078,5738.287,186.947,20.268,90.036,24.7,313.659,40,201.258,0.035,0.626,0.413,1.749,0.028,14.291,3.28,72.886,0.705,0.056,14.296,7.575,0.001,1.4898,0.0036919,0.0016106,1.253e-05,5740,0.0719222,9.3702e-13
"4305",0.768,19.335,0.444,2.634,0.203,5.798,4954.029,65.371,0.807,0.435,1.645,0.005,0.265,1.268,0.507,0.109,0.109,2500.556,293.711,24.544,163.038,20.431,163.621,40,16.732,0.695,0.652,0.53,1.236,0.004,12.081,1.011,27.712,0.569,0.032,8.932,2.851,0.001,0.050393,0.0033561,0.0025616,4.4699e-05,2500,0.1117475,1.6278e-15
"4306",0.723,18.913,0.475,3.559,0.83,23.103,2813.116,57.101,0.302,0.163,1.405,0.047,0.182,0.845,0.751,0.112,0.112,5108.7,314.714,20.012,214.693,21.267,200.952,40,108.475,0.041,0.412,0.623,1.419,0.002,31.083,0.771,21.918,1.116,0.076,7.795,9.949,0.001,0.040924,0.00054742,0.00049805,3.9144e-05,5140,0.20120016,2.2203e-15
"4307",0.76,19.176,0.467,3.734,0.303,30.011,2863.3,88.391,0.306,0.083,1.522,0.128,0.182,1.705,1.95,0.126,0.126,3199.448,348.17,23.91,718.547,20.658,415.184,40,11.432,0.124,0.367,0.761,1.61,0.025,40.409,0.126,16.906,0.072,0.119,9.76,6.131,0.001,3.8969,0.0094103,0.0050393,0.0002214,3200,0.70848,2.8331e-12
"4308",0.762,15.575,0.369,0.973,0.919,2.517,4803.378,71.964,0.333,0.049,1.44,0.035,0.19,1.071,0.599,0.066,0.066,2971.464,299.673,20.232,69.84,20.793,391.969,40,238.978,0.452,0.962,0.614,0.901,0.017,57.166,3.777,32.231,0.265,0.038,11.006,8.82,0.001,0.65092,0.0061175,0.0040146,2.1538e-05,2980,0.06418324,7.6104e-14
"4309",0.754,16.459,0.187,2.679,0.714,11.389,3989.196,71.484,0.572,0.078,1.366,0.06,0.249,0.704,1.34,0.036,0.036,4509.336,272.772,21.984,700.981,24.147,154.626,40,150.095,0.57,0.533,0.244,1.591,0.016,56.825,2.934,59.358,0.898,0.121,3.356,7.688,0.001,0.68177,0.0026533,0.0016882,5.9264e-05,4510,0.26728064,3.9414e-13
"4310",0.767,18.933,0.281,2.86,0.923,29.336,3587.275,70.009,0.579,0.35,1.63,0.059,0.22,0.021,1.776,0.029,0.029,1756.509,364.304,21.334,313.158,23.683,176.711,40,173.544,0.231,0.697,0.484,1.225,0.013,46.958,2.517,32.694,1.141,0.095,12.939,1.899,0.001,0.65952,0.0079618,0.0051425,0.00011254,1760,0.1980704,5.6112e-13
"4311",0.726,18.324,0.279,1.347,0.914,24.751,4691.594,70.405,0.533,0.314,1.32,0.02,0.172,1.113,0.85,0.075,0.075,4048.054,180.662,22.209,313.844,20.158,192.33,40,352.681,0.026,0.449,0.477,1.666,0.02,22.271,0.979,76.808,1.023,0.104,2.985,8.625,0,0.40815,0.0032797,0.0019376,4.7527e-05,4050,0.19248435,5.8783e-14
"4312",0.734,18.218,0.319,0.522,0.121,1.461,3486.611,88.212,0.45,0.156,1.349,0.055,0.218,1.67,1.928,0.176,0.176,3480.907,319.055,21.525,547.367,22.031,129.054,40,250.442,0.7,0.567,0.374,1.569,0.02,8.563,2.105,52.291,0.355,0.131,1.341,0.373,0.001,2.9529,0.0045706,0.0025403,6.4188e-05,3480,0.22337424,1.4199e-12
"4313",0.739,18.025,0.138,3.984,0.997,47.011,4082.876,74.721,0.562,0.045,1.63,0.069,0.161,0.519,0.794,0.04,0.04,1494.762,101.327,21.799,29.231,24.056,126.228,40,332.927,0.098,0.28,0.175,1.174,0.005,13.819,0.564,47.1,0.15,0.047,12.241,6.517,0.001,1.4041,0.0035628,0.0029955,7.922e-05,1500,0.11883,7.9759e-13
"4314",0.733,15.675,0.444,2.197,0.325,46.835,3524.157,95.253,0.449,0.251,1.552,0.031,0.159,0.702,1.625,0.068,0.068,4746.31,212.837,23.193,607.746,23.229,395.98,40,107.407,0.673,0.028,0.531,1.299,0.01,33.33,1.339,75.598,0.108,0.074,5.09,6.239,0.001,4.6433,0.0080503,0.0067342,0.0028553,4760,13.591228,6.0766e-12
"4315",0.776,17.444,0.187,1.654,0.5,0.091,3641.456,62.69,0.982,0.341,1.618,0.016,0.185,0.205,1.834,0.147,0.147,5027.529,216.381,23.832,291.876,22.324,392.988,40,182.981,0.324,0.083,0.357,1.52,0.006,45.66,3.447,13.238,0.578,0.101,8.155,4.488,0.001,0.061656,0.0022809,0.0015888,0.00023055,5040,1.161972,5.1527e-15
